language_code,language_name,language_synonym,thesaurus_heading_language,thesaurus_heading_people,approximate_latitude_of_language_variety,approximate_longitude_of_language_variety,state_territory,uri,category
S56,Dharamba ,"Dhurga, Tharumba, Wandandian, Kurial yuin, Murraygaro, Jervis Bay tribe",Dharamba language S56,Dharamba people S56,-35.15101581,150.3412006,NSW,https://collection.aiatsis.gov.au/austlang/language/s56,Unique
S59,Dharawal,"Bidjigal, Dharrawal (Besold, 2013), Tharawal, Thurawal, Wodiwodi, Dariwal, Gujangal, Guyangal, Dharawa, Thurrawal, Turuwul, Turrubul, Turuwull, Turawal, Dharawal, Darawal, Mathews, Darawa:l, Carawal, Thurrawall, Turu wal, Ta ga ry, Five Islands tribe",Dharawal language S59,Dharawal people S59,-34.56576533,150.6794074,NSW,https://collection.aiatsis.gov.au/austlang/language/s59,Unique
S6,Ngangaruku,"Meru, Nganguruku, Ngawait, Erawirungand, Rankbirit, Ngintait, Ngaralta, Ngaiawung, Nkanguru, Ngangurugu",Ngangaruku language S6,Ngangaruku people S6,-34.8315374,139.4514003,SA,https://collection.aiatsis.gov.au/austlang/language/s6,Unique
S60,Gundungurra / Gandangara,"Burragorang, Gundungura, Gundaahmyro, Gundungorra, Cundunorah, Gundungari, Gundanora, Gurra gunga, Gungungurra, Gandanguurra",Gundungurra / Gandangara language S60,Gundungurra / Gandangara people S60,-34.39757906,149.7244915,NSW,https://collection.aiatsis.gov.au/austlang/language/s60,Unique
S61,Eora ,"Sydney, Iora, Gamaraygal, Iyora, Biyal Biyal, Eo ra, Ea ora, Yo ra, Kameraigal, Kem:arai, Kemmaraigal, Camera gal, Cammera, Camerray gal, Cam meray, Kemmirai gal, Gweagal, Bedia mangora, Gouia gul, Gouia, Botany Bay tribe, Wanuwangul, Kadigal, Caddiegal, Cadigal, Gadigal",Eora language S61,Eora people S61,-33.77772455,151.1754973,NSW,https://collection.aiatsis.gov.au/austlang/language/s61,Unique
S62,Kuringgai,"Cameeragal, Awabakal, Kameraigal, Karikal, Garigal",Kuringgai language S62,Kuringgai people S62,-33.4064832,151.3342223,NSW,https://collection.aiatsis.gov.au/austlang/language/s62,Unique
S63,Wanarruwa,"Wonarua, Awabakal, Wanarua, Wonnuaruah, Wannerawa, Wonnah Kuah",Wanarruwa language S63,Wonnarua people S63,-32.23955799,150.9248291,NSW,https://collection.aiatsis.gov.au/austlang/language/s63,Unique
S64,Dharug / Darug,"Sydney, Dharuk, Other Australian Indigenous Languages, Dharuk etc, Daruk, Oharruk, Dharrok, Darrkinyung, Dharruk, Dharrook, Darrook, Broken Bay tribe",Dharug / Darug language S64,Dharug / Darug people S64,-33.88957787,150.0484124,NSW,https://collection.aiatsis.gov.au/austlang/language/s64,Unique
S65,Darkinyung ,"Darkinjung, Darkinung, Darkinjang, Darginyung, Darknung, Darkin nyoong, Darginjang",Darkinyung language S65,Darkinyung people S65,-33.03511724,150.8287049,NSW,https://collection.aiatsis.gov.au/austlang/language/s65,Unique
S66,Awabakal ,"Awabagal, Other Australian Indigenous Languages, Awaba, Kuri, Kuringgai, Lake Macquarie, Awarbukal, Arwarburkarl, Newcastle tribe",Awabakal language S66,Awabakal people S66,-33.05505807,151.5266736,NSW,https://collection.aiatsis.gov.au/austlang/language/s66,Unique
S68,KURNAI,"Kanai, Muk thang, Gaanay, Gunai, Kunnai, Brabralung, Braiakaulung, Bratauolung, Ganai, Krauatungalung, Tatungalung, Gunai group, Gurnai, Kurmai, Muk Thang, Kurnai, Cunni, Gooni, Gunna, Guna",Kurnai language S68,Kurnai people S68,-37.97511,146.9726247,VIC,https://collection.aiatsis.gov.au/austlang/language/s68,Unique
S69,NGARRINDJERI ,"Ngarrindjeri, Narrinyeri, Jarildukald, Meintangk, Pirtulun, Ramindjeri, Tanganukald, Warki, Alkaiyana, Koiyana, Kokkaiya, Korariga, Kororega, Kowrarega, Narrinjeri, Wathai yunu, Ngarinyeri, Narinyerrie, Narrinyerree, Narinjari, Yaralde",Ngarrindjeri language S69,Ngarrindjeri people S69,-35.75823067,139.2691002,SA,https://collection.aiatsis.gov.au/austlang/language/s69,Unique
S7,Ngayawang ,"Narrinyeri, Meru, Ngaiawung, Ngawait, Erawirungand, Rankbirit, Ngintait, Ngaralta, Nganguruku, Aiawong, Aiawung, Ajawung, Birta, Iawung, Karn brikolenbola, Moorunde, Moorundee, Moorundie, Murundi, Naiawu, Ngaiawang, Ngaijawa, Ngaiwung, Ngaiyau, Ngaiyawa, Nganjan, Nggauaiyo wangko, Nggauaiyowangke, Niawoo, Paruru, Peeita, Pieta, Pijita, Pitta, Wakanuwan, Ngayawung, Nggauaiyowangko, Moo rundee",Ngayawang language S7,Ngayawang people S7,-34.40329243,139.501603,SA,https://collection.aiatsis.gov.au/austlang/language/s7,Unique
S70,Buibadjali ,"Buibatyalli, Wotjobaluk, Buiba tyalli, Buibatjali, Wotjo ba laiuruk, Wuttya bullak, Wuttyuballeak, buibaty alli, Wattyabullak, Woychibirik, Woitu bullar, Tjatijala, Tyatty alla, Djadjala, Iyattyala, Kurm me lak, Wimmera tribe, Gourrbaluk, Gnallba gootchyourl, Malikun ditj, Malleegunditch",Buibadjali language S70,Buibadjali people S70,-35.71487213,142.4199042,VIC,https://collection.aiatsis.gov.au/austlang/language/s70,Unique
S71,Gadubanud ,"Katubanut, Wild blacks, Yarro waetch, Pallidurgbarran",Gadubanud language S71,,-38.61824264,143.6440107,VIC,https://collection.aiatsis.gov.au/austlang/language/s71,Unique
S73,Djargurd Wurrong ,"Tjarcote, Djargurdwurung, Kolakngat, Warn Tallin, Djagurd wurrung, Tjarn, coort nation, Tautgort, Tarrkoort, Jarcoort tribe, Jarncoort, Charcate, Jar goort nation, Tcharcate hoo, rong, Jahcourt, Tarcoort, Tjarcoort, Tarcote nation, Jarncote, Jarcote, Tantgort, Tcharcate, Tcharcote, Targurt, Targerat, Tant gurt, Dautgart, Dantgurt, Jarcort, Dant goort, Dantgourt, Jarcoot, Jarkoort, Jancourt tribe, Charcourt tribe, Jarcoort, Dyargurt, Jarcott, Danggurt, Djargurd, Janga, Jarcoota, Kolongulak language, Warn talling, Camperdown tribe, Warntalliin, Warn dhalanj, Warntaliin, Warn Talluin, Lantgurt",Djargurd Wurrong language S73,,-38.17535396,143.2568156,VIC,https://collection.aiatsis.gov.au/austlang/language/s73,Unique
S74,Gaiwurrung ,"Kii wuurong, Kii, Gai wurung, Gai wurrung",Gaiwurrung language S74,,-38.02406387,142.3483051,VIC,https://collection.aiatsis.gov.au/austlang/language/s74,Unique
S75,Koornkopanoot ,"Gurngubanud, Kuurn kopan noot tribe, Kuurn kopan noot kuurndit, Kuurn kopan noot, Kurn kopan nut, Kourn kopan, Kaurnkopan, Gurngobanud",Koornkopanoot language S75,,-38.16991503,142.3290197,VIC,https://collection.aiatsis.gov.au/austlang/language/s75,Unique
S77,Bi:gwurrung ,"Peek Whurrung, Peek Whurrong, Big Wurrung, Port Fairy tribe, Peek whuurong, Peek whurrong, Peek whurrong kuurndit, Peek whurong, Peek whunrong, Peekwurru, Peek wuurong, Peak whurrong, Kelp Lip tribe, Bigwurung, Peek Whorung, Bi:gwurung, Peekwhuurong",Bi:gwurrung language S77,Bi:gwurrung people S77,-38.29384535,142.2743071,VIC,https://collection.aiatsis.gov.au/austlang/language/s77,Unique
S8,Yaraldi ,"Yaralde, Yaralde Tingar, Narrinyeri, Jaralde, Jaraldi, Jarildekald, Jarildi, Jarildikald, Lakalinyeri, Narrinyerree, Narrinjeri, Narrinyerrie, Pitta, Pitta pitta, Warawalde, Yalawarre, Yarilde, Yarildewallin, Yarrildie, Piccanini Murray people",Yaraldi language S8,Yaraldi people S8,-35.45131812,139.3755135,SA,https://collection.aiatsis.gov.au/austlang/language/s8,Unique
S80,Wirngilgnad dhalinanong ,"Wirngnilgnad dhalinanong, Wirngilg nad dhalinanong, Wirngill gnatt tallinanong",Wirngilgnad dhalinanong language S80,,-38.4881774,143.021138,VIC,https://collection.aiatsis.gov.au/austlang/language/s80,Unique
S81,Wulluwurrung ,"Wol, low, wer, to, ro, Wal, lo, er, rer tribe  Glenelg tribe, Woollo er rer tribe, Wollorerer, Wol lowen natives, Wol lore rer natives, lore, rer, Glenelg blacks, Wol lore rer, Wallowerer, Wool ler ware rong, Wol lore, conedeet, Woolowerong konedeet, Woolowero, Wuluwurru, Wulu wuru, Wuluwwui, Mooloo woorong, Mooko woorong, Wullu Wurrung/Wullu wurru",Wulluwurrung language S81,,-37.84321112,141.634233,VIC,https://collection.aiatsis.gov.au/austlang/language/s81,Unique
S83,Ngurai-illamwurrung ,"Ngurraiillam, Ngurelban, Ngurai illam wurrung, Worilum, Worilelum, Worileum, Woralelum, Wor rile lum, Wor rale lum, Worelelum, Wuy, u, roo, Gunn el ban, Gnurellean, Nouralung bula, Mour alung bula, Nguralung bula, Noorillim, Ngooraialum, Ngurilim, Oorai alum, Oorilim, Woo ral lim, Ooral lim, 3 Panyool, Paboinboolok, Pimpandoor, Panpandoor",Ngurai-illamwurrung language S83,,-36.47280966,145.0816926,VIC,https://collection.aiatsis.gov.au/austlang/language/s83,Unique
S84,Jagwadjali ,"Richardson River tribe, Richardson Valley blacks",Jagwadjali language S84,,-36.32162554,142.6846621,VIC,https://collection.aiatsis.gov.au/austlang/language/s84,Unique
S85,Biwadjali,"Bewa tyalli, Bewa be watyalli",Biwadjali language S85,,-36.30586137,141.7856832,VIC,https://collection.aiatsis.gov.au/austlang/language/s85,Unique
S86,Pirtpirtwurrung ,"Pirt pirt wurrung, Pirt kopan noot, Bird Bird Wurung, Birdbird wurrung",Pirtpirtwurrung language S86,,-37.41394871,142.7988146,VIC,https://collection.aiatsis.gov.au/austlang/language/s86,Unique
S87,Nundadjali ,"Nundatyalli, Howitts Mukjarawaint, Currs Brapkut appear to be variants of Nundadjali",Nundadjali language S87,,-37.3893342,141.8004833,VIC,https://collection.aiatsis.gov.au/austlang/language/s87,Unique
S88,Wotjobaluk ,"Wutjabulak, Wudjubalug, Wotjoballuk, Wotjo baluk, Wotjo  balluk, Wotjoballaiuk, Wotjoballuck, Guli ballaiuk, Wutyuballeak tribes, Wuttyubullak, Wuttyabullak, Wotjo, Wotjobolak, Wotjobalek, Wutjubaluk, Wotjo tribe, Wotjo ba laiuruk, Wattyabullak, Woychibirik, Woitu bullar, Wotjobuluk, Watjo, Wudjubaluk, Wotjobalak, Wergaia, Wuttya bullak, Wuttyuballeak, Buibatjali, buibaty alli, Tjatijala, Tyatty alla, Djadjala, Iyattyala, Kurm me lak, Wimmera tribe, Gourrbaluk, Gnallba gootchyourl, Malikun ditj, Malleegunditch, Kulin",Wotjobaluk language S88,,-35.72406138,142.9995632,VIC,https://collection.aiatsis.gov.au/austlang/language/s88,Unique
S89,Waywurru / Pallanganmiddang,,Waywurru / Pallanganmiddang language S89,,-36.22978341,146.3074993,VIC,https://collection.aiatsis.gov.au/austlang/language/s89,Unique
S9,Ngarkat ,"Ngargad, Ngarkut, Arkatko, Baine Hill tribe, Baripung, Beeripung, Beripar, Booripung, Boraipar, Boripar, Buripung, Deenbauraket, Doen baurarket, Doenbauraket, Duwinbarad, Duwinbarap, Duwinbaray, Jackalbarap, Jacke gilbrab, Jackegilbrab, Jakalbarap, Jakel baluk, Jakelbaluk, Mangkarupi, Merkani, Merkanie, Nalunghee, Ngalundji, Ngarkato, Ngerget, Ngerukati, Ngeruketi, Ratarapa, Tatiari, Thatiari, Tjakulprap, Wragarite, Wularuki, Ngargat, NGerget, Ngarket, Arakatko tribe, Darkat, Tatiara blacks, Tatiaria blacks, Tatiara tribe spoke the Nalunghee language according to Mathews 1898",Ngarkat language S9,Ngarkat people S9,-35.36113555,140.3522447,SA,https://collection.aiatsis.gov.au/austlang/language/s9,Unique
S90,Minjambuta ,"Taungurong, Daundwurrung, Mogullumbidj, Minyambuta, Mogul lumbitch",Minjambuta language S90,,-36.81018372,146.6341949,VIC,https://collection.aiatsis.gov.au/austlang/language/s90,Unique
S96,Hawkesbury River - Broken Bay language ,,Hawkesbury River-Broken Bay language S96,,-33.50570358,151.2190358,NSW,https://collection.aiatsis.gov.au/austlang/language/s96,Unique
T1,Northern Tasmanian,"Tommeginne, North tribe, North Tasmania, North Tribe, Northern",palawa kani language T16,Palawa people T16,-41.3250503,146.0335821,TAS,https://collection.aiatsis.gov.au/austlang/language/t1,Unique
T10,South-western Tasmanian,"Toogee, Southwest tribe, South West, Western",palawa kani language T16,Palawa people T16,-43.40036118,146.0712872,TAS,https://collection.aiatsis.gov.au/austlang/language/t10,Unique
T11,Robbins Island Tasmanian,"Peerapper, Northwest tribe, North West, Western",palawa kani language T16,Palawa people T16,-40.66698251,144.9557269,TAS,https://collection.aiatsis.gov.au/austlang/language/t11,Unique
T12,Circular Head Tasmanian,"Peerapper, Northwest tribe, North West, Northern",palawa kani language T16,Palawa people T16,-40.85677608,145.3737333,TAS,https://collection.aiatsis.gov.au/austlang/language/t12,Unique
T13,Port Sorell Tasmanian,"Tommeginne, North tribe, North, Northern",palawa kani language T16,Palawa people T16,-41.27554866,146.5680726,TAS,https://collection.aiatsis.gov.au/austlang/language/t13,Unique
T14,Piper River Tasmanian,"Pyemmairrener, Northeast tribe, North East, North eastern",palawa kani language T16,Palawa people T16,-41.13581009,147.4024295,TAS,https://collection.aiatsis.gov.au/austlang/language/t14,Unique
T15,Little Swanport Tasmanian,"Paredarerme, Oyster Bay tribe, Oyster Bay, Mid eastern",palawa kani language T16,Palawa people T16,-42.44063808,147.9564732,TAS,https://collection.aiatsis.gov.au/austlang/language/t15,Unique
T2,Oyster Bay Tasmanian,"Paredarerme, Oyster Bay tribe, Oyster Bay, Little Swanport, Mid eastern",palawa kani language T16,Palawa people T16,-42.50356683,147.7687148,TAS,https://collection.aiatsis.gov.au/austlang/language/t2,Unique
T3,North-western Tasmanian,"Peerapper, Northwest tribe, Circular Head, North Western, Robbins Island, Northwest Tasmania, North West Tribe, Western",palawa kani language T16,Palawa people T16,-41.24561427,144.872146,TAS,https://collection.aiatsis.gov.au/austlang/language/t3,Unique
T4,North Midlands Tasmanian,"Tyerrernotepanner, North Midlands tribe, Mid eastern",palawa kani language T16,Palawa people T16,-41.66769926,147.1881334,TAS,https://collection.aiatsis.gov.au/austlang/language/t4,Unique
T5,South-eastern Tasmanian,"Nuenonne, Southeast tribe, Southeast Tasmania, South East, South eastern",palawa kani language T16,Palawa people T16,-43.2255444,146.9977361,TAS,https://collection.aiatsis.gov.au/austlang/language/t5,Unique
T6,Macquarie Harbour Tasmanian,,palawa kani language T16,Palawa people T16,-42.47607333,145.3373947,TAS,https://collection.aiatsis.gov.au/austlang/language/t6,Unique
T7,Ben Lomond ,,palawa kani language T16,Palawa people T16,-41.51639687,147.802052,TAS,https://collection.aiatsis.gov.au/austlang/language/t7,Unique
T8,Big River Tasmanian,"Lairmairrener, Big River tribe, Big River, Mid eastern",palawa kani language T16,Palawa people T16,-42.42506146,146.7588803,TAS,https://collection.aiatsis.gov.au/austlang/language/t8,Unique
T9,Cape Portland Tasmanian,"Pyemmairrener, Northeast tribe, North East, North eastern",palawa kani language T16,Palawa people T16,-41.08251068,148.0593228,TAS,https://collection.aiatsis.gov.au/austlang/language/t9,Unique
W1,Bibulman ,"Nyungar, Pipalman, Nyunga, Bibbulman, Beebulmun, Dibelman, Meeraman, Peopleman, Pibelmen, Bajongwongi, Bebleman, Bibalman, Bibbulmun, Bibilum, Bibu:lmoun, Bibulmun, Murram, Nurram, Peoplemen, Pepelman, Pibelman, Pibilum, Piblemen, Pipelman, Bibalman/Njungar",Bibulman language W1,Bibulman people W1,-34.41874914,115.9466385,WA,https://collection.aiatsis.gov.au/austlang/language/w1,Unique
W10,Balardong,"Balardung, Ballerdokking, Boyangura, Maiawongi, Mudila, Toode nunjer, Waljuk, Warranger, Warrangul, Baladon, Balardong, Balladong, Ballardon, Ballerdocking, Boijangura, Booyungur, Boyangoora, Mean anger, Meenung, Meernanger, Minang, Minnal Yungar, Minung, Mirnong, Mount Barker tribe, Mudi:a, Mudilja, Toodenunjer, Warrangle",Balardong language W10,Balardong people W10,-31.55554595,117.1316871,WA,https://collection.aiatsis.gov.au/austlang/language/w10,Unique
W11,Yuat ,"Nyungar, Iwat, Juat, Jurien Bay tribe, Yanchep tribe, Yuwat, Jabanwongi, Jaburu jungara, Juad, Minnalyungar, New Norcia tribe, Tirarop, Yuaát, Yuard, YuedMurara, Yued",Yuat language W11,Yuat people W11,-30.85744442,115.9193612,WA,https://collection.aiatsis.gov.au/austlang/language/w11,Unique
W12,Amangu ,"Amandyo, Amangoo, Champion Bay tribe, Ying, Emangu, Geraldton tribe, Jing, Merenji, Naakurdi, Njaagurdi, Nyaakurdi, Nyaakurti, Amangu/Njaagurdi, Nhaaguja, man",Amangu language W12,Amangu people W12,-29.47328681,115.5298235,WA,https://collection.aiatsis.gov.au/austlang/language/w12,Unique
W13,Watjanti ,"Watchandi, Nhanta, Kalaamaya, Watjanmay, Eaw, Galamaia, Jabururru, Jawan, Kalamaia, Kelamai, Natingero, Takalako, Yabro, Wadjandi, Watchandie, Watjandi, Nanda, Wadyandi, Watjandee, Wattandee, Wattandi, Jau, Yau, Buluguda, Bulgulu, Tamala, Daguda",Watjanti language W13,Watjanti people W13,-28.10047626,114.687957,WA,https://collection.aiatsis.gov.au/austlang/language/w13,Unique
W14,Nhanda^ ,"Nhanta, Yinggarda, Eaw, Watjanti, An gaur die, Bulgulu, Buluguda, Daguda, Eau, Jau, Nandatharia, Nanta, Ngoogooja, Nunnagundee, Tamala, Watchandi, Watchandie, Watjandi, Yau, Yaw, Amangu, Wilunya",Nhanda language W14,Nhanda people W14,-26.72458627,113.9743977,WA,https://collection.aiatsis.gov.au/austlang/language/w14,Unique
W15,Thaagurda,"Malkana, Buluguda, Damala, Malgana, Tamala, Dagurda, Nanda, Thaagurda, Thaawurda, Takurda, Jau, Yau, Eaw, Watjandi, Watchandi, Watchandie, Bulgulu",Thaagurda language W15,Thaagurda people W15,-27.16965702,114.799097,WA,https://collection.aiatsis.gov.au/austlang/language/w15,Unique
W17,Buluguda ,"Malkana, Daguda, Damala, Malgana, Tamala, Bulguda, Nanda, Bulugurda, Jau, Yau, Eaw, Watjandi, Watchandi, Watchandie, Bulgulu",Buluguda language W17,Buluguda people W17,-26.05703503,113.8052951,WA,https://collection.aiatsis.gov.au/austlang/language/w17,Unique
W18,Malgana ,"Malkana, Buluguda, Daguda, Damala, Tamala, Madjana, Majanna, Maldjana, Malyana, Marlgana",Malgana language W18,Malgana people W18,-26.36688969,114.3834971,WA,https://collection.aiatsis.gov.au/austlang/language/w18,Unique
W19,Yingkarta ,"Ingada, Yinggarda, Angardie, Ingara, Inparra, Jinggarda, Mandi, Manthi, Tedei, Thirrily, Angaardi, Angaardie, Ingadi, Ingarda, Ingarra, Ingarrah, Inggadi, Inggarda, Ingra, Jaburu, Kakarakala, Kurudandi, YinggardaAngardie",Yingkarta language W19,Yingkarta people W19,-24.94564878,114.5358185,WA,https://collection.aiatsis.gov.au/austlang/language/w19,Unique
W2,Mirnang / Mineng,"Nyungar, Minang, Nyunga, Mearn anger, Meenun, Minnal Yungar, Mirnong, Mount Barker tribe, Meenung, Mining, Minninng, Minong, Minung, Mean anger, Meern anger",Mirnang / Mineng language W2,Mirnang / Mineng people W2,-34.72182444,117.564632,WA,https://collection.aiatsis.gov.au/austlang/language/w2,Unique
W20,Maya ,"Maia, Majanna, Miah, Maja",Maya language W20,Maya people W20,-24.42195415,114.3320813,WA,https://collection.aiatsis.gov.au/austlang/language/w20,Unique
W21,Tharrkari ,"Dhargari, Tharrgari, Targari, Tharkarri, Dalgari, Dargari, Tarkari, Tarkarri, Tarlgarri, Tarugari, Thadgarri, Thargari, Tarl garri",Tharrkari language W21,Tharrkari people W21,-23.75654662,114.9619856,WA,https://collection.aiatsis.gov.au/austlang/language/w21,Unique
W22,Warriyangga ,"Warriyangka, Wariyangga, Malgaru, Malykaru, Warianga, Woorienga, Wadi, Wadiwangga, Wari wonga, Wariangga, Warienga, Wariengga, Wariwonga, Wariwongga, Warrijangga, Warriwonga, Woorenga, Worrienga, Wariyanga, iengga",Warriyangga language W22 ,Warriyangga people W22,-24.62970191,115.7719536,WA,https://collection.aiatsis.gov.au/austlang/language/w22,Unique
W23,Bayungu ,"Payungu, Baijungu, Binnigoora, Payu, Pinneegoora, Baijungo, Baiong, Baiung, Bajungu, Biong, Mulgarnoo, Paiunggu, Pajungu, Baiyungu",Bayungu language W23,Bayungu people W23,-23.2094939,113.9520999,WA,https://collection.aiatsis.gov.au/austlang/language/w23,Unique
W24,Burduna ,"Purduna, Boordoona, Buruna, Budina, Budoona, Buduna, Peedona, Pinneegooroo, Poodena, Poordoona, Puduna, Purduma, Wati Paruna, Bootena, Wati Puruna, Burdana",Burduna language W24,Burduna people W24,-23.04794101,115.1152077,WA,https://collection.aiatsis.gov.au/austlang/language/w24,Unique
W25,Thiin ,"Djiwarli, Denma, Dhiin, Tenma, Deen, Te:n, Teen, Teenma, Thenma, Thiinma",Thiin language W25,Thiin people W25,-23.71156576,116.6801157,WA,https://collection.aiatsis.gov.au/austlang/language/w25,Unique
W26,Thalanyji ,"Thalantji, Other Australian Indigenous Languages, Dhalandji, Dalandji, Djalandji, Inikurdira, Jinigudira, Talandji, Yinikurtira, Dalaindji, Dalangi, Dalanjdji, Dalendi, Djalandi, Djalendi, Mulgarnu, Talaindji, Talainji, Talandi, Talangee, Talanjee, Talanji, Talinje, Tallainga, Tallainji, Taloinga, Thalanji, Tal lainga, Jinigudera, Jinigura, Jiniguri, Jarungura",Thalanyji language W26,Thalanyji people W26,-22.52288555,114.940864,WA,https://collection.aiatsis.gov.au/austlang/language/w26,Unique
W28,Jiwarli ,"Tjiwarli, Djiwarli, Djiwali, Dyiwarli, Guwari, Jiwali, Kuwari, Mantharta, Tai warli, Tjiwarliny, Jivali, Tci warli, Tjiwali, Tivali",Jiwarli language W28,Jiwarli people W28,-23.49730603,115.900919,WA,https://collection.aiatsis.gov.au/austlang/language/w28,Unique
W3,Wardandi ,"Wartanti, Other Australian Indigenous Languages, Doonin, Jabaru, Belliman, Bunbury tribe, Dornderupwongy, Dunanwongi, Geographe Bay tribe, Kardegur, Vasse tribe, Wadarndi, Wadjandi, Yabaroo, ""Bunbury tribe"", Dardanup, Dordenup, ""Geographe Bay, Vasse tribe"", Kaiali, Kardagur, Nghungar, Wa:dandi, Wadandi, Wadarandee, Wadarndee, Waddarndi, Wardandie, Warttandee, Geographe Bay, Dor denup",Wardandi language W3,Wardandi people W3,-33.85692942,115.4378526,WA,https://collection.aiatsis.gov.au/austlang/language/w3,Unique
W30,Nhuwala ,"Ngoala, Noala, Nornamaronga, Jawanmala, Noalla, Noanamaronga, Noella, Nooanamaronga, Nooanamarongo, Nooela, Nuala, Nuela, Nunkaberi, Nuwala",Nhuwala language W30,Nhuwala people W30,-21.53883663,115.6860132,WA,https://collection.aiatsis.gov.au/austlang/language/w30,Unique
W33,Jurruru ,"Tjurruru, Churoro, Djuroro, Joruro, Tchuraru, Tjuroro, Yankurangku, Choororo, Chooraroo, Djururu, Tjororo, Tjururu, Tjururo, Djururo, Dyururu",Jurruru language W33,Jurruru people W33,-23.23202179,116.9072218,WA,https://collection.aiatsis.gov.au/austlang/language/w33,Unique
W34,Pinikura,"Pinigura, Binnigoora, Pinneegoora, Biniguru, Binnigora, Binniguru, Pinikurra",Pinikura language W34,Pinikura people W34,-23.03055906,116.372795,WA,https://collection.aiatsis.gov.au/austlang/language/w34,Unique
W35,Martuthunira ,"Other Australian Indigenous Languages, Martuyhunira, Mardathon, Mardatuna, Mardayunira, Mardudjungara, Mardudunera, Padupadu, Jawunmala, Maratunia, Mardadhunira, Mardadhuniya, Mardathoni, Mardathoonera, Mardathunera, Mardathunira, Mardatunera, Mardudhoonera, Mardudhunera, Mardudhunira, Marduduna, Marduthunira, Mardutunira, Marduyhunira, Martuthuniya, Martuyunira, Mardutunera",Martuthunira language W35,Martuthunira people W35,-21.40548435,116.4508797,WA,https://collection.aiatsis.gov.au/austlang/language/w35,Unique
W36,Kurrama ,"Other Australian Indigenous Languages, Gurama, Janari, Jardira, Kerama, Korima, Gurrama, Jana:ri, Jawunmara, Karama, Karima, Korama, Kurama, Yarnarri, Yinyjiwarnti Kurrama, Mijarranypa, Marntartka, Ngamangamara",Kurrama language W36,Kurrama people W36,-22.3454093,117.1252561,WA,https://collection.aiatsis.gov.au/austlang/language/w36,Unique
W37,Yindjibarndi ,"Yinjtjiparnrti, Burnugundi, Indjibandi, Jaurnmalu, Mandanjingu, Binjiebandie, Een ge pan ty, Indjiban, Indjibandje, Indjibandji, Ingibandi, Injibandi, Jana:ri, Jindiparndi, Jindjaparndi, Jindjibandi, Jindjibandji, Jindjibanji, Jindjiparndi, Kakardi, Mandanjong, Mardanjungu, Yanari, Yingiebandie, Yinjibarndi, Jindjibarndi, Yinytjiparnti, Ingi bandi, Mandanjongo",Yindjibarndi language W37,Yindjibarndi people W37,-21.73766145,117.8681774,WA,https://collection.aiatsis.gov.au/austlang/language/w37,Unique
W38,Ngarluma ,"Kymurra, Ngaluma, Gnalluma, Gnalooma, Gnalouma, Jaburarra, Jaburrara ngarluma, Karira Ngaluma, Naluma, Ngalama, Ngallooma, Ngalluma, Ngalooma, ""Nickol Bay"" tribe, Paljari, Qualluana, Ngar luma, Nickol Bay tribe",Ngarluma language W38,Ngarluma people W38,-20.98223936,117.5563976,WA,https://collection.aiatsis.gov.au/austlang/language/w38,Unique
W39,Kariyarra ,"Kariera, Kudjunguru, Kariara, Gariera, Gariyarra, Kaierra, Karriara, Karriarra, Kyeara, Kyreara, Minjiburu, Minjirbururu, Minjubururu, Paljarri, Minjiburu:",Kariyarra language W39,Kariyarra people W39,-20.87080495,118.4788129,WA,https://collection.aiatsis.gov.au/austlang/language/w39,Unique
W4,Kaniyang ,"Nyungar, Kaneang, Nyunga, Ganeang, Jabururru, Kunyung, Ganajang, Harvey, Jaburu, Jabururu, Ka:lbaranggara, Kaleap, Kaniyan, Kunjung, Quailup, Qualeup, Qualup, Uduc, Waal, Yobberore, Ganiyang, Ka:lbar anggara, Uduc Harvey tribe, Qua lup, g",Kaniyang language W4,Kaniyang people W4,-33.98415512,116.6983021,WA,https://collection.aiatsis.gov.au/austlang/language/w4,Unique
W40,Ngarla ,"Kudjunguru, Other Australian Indigenous Languages, Ngurla, Bedengo, Bidungo, Bidungu, Gnalla, Nga:la, Ngaea, Ngala, Ngalana, Ngerla, Ngirla, Ngoorla, Palatoj, Pardoo, Pedong, Peedona, Peedong, Pidungu, Pidong, Wanbarda",Ngarla language W40,Ngarla people W40,-20.26323035,119.7052335,WA,https://collection.aiatsis.gov.au/austlang/language/w40,Unique
W41,NOONGAR / NYOONGAR,"Nyungar, Nyunga, Wudjari, Njunga, Wudjarima, Wudjari:ma, Wuda, Wudja, Widjara, Warangu, Kwaitjman, Ngokwurring, Ngokgurring, Nunga, Njungar, Nonga, Yunga, Bremer Bay tribe, Yungar, Njungura, Karkar, Caskcar  Daran for Wudjari, Nyulnga",Noongar / Nyoongar language W41,Noongar / Nyoongar people W41,-32.92213484,117.8400129,WA,https://collection.aiatsis.gov.au/austlang/language/w41,Unique
W44,Janadjina ,Janadina,Janadjina language W44,,-24.73553744,118.2674192,WA,https://collection.aiatsis.gov.au/austlang/language/w44,Unique
W45,Watjanmay ,"Kalaamaya, Galamaia, Jabururru, Jawan, Kalamaia, Kelamai, Natingero, Takalako, Yabro",Watjanmay language W45,,-30.42931001,119.9874438,WA,https://collection.aiatsis.gov.au/austlang/language/w45,Unique
