"language_code","language_name","language_synonym","thesaurus_heading_language","thesaurus_heading_people","approximate_latitude_of_language_variety","approximate_longitude_of_language_variety","state_territory","uri"
"W55","Jaburu","","Jaburu language W55","","","","","https://collection.aiatsis.gov.au/austlang/language/w55"
"W56","West Ngarluma","","West Ngarluma language W56","","","","","https://collection.aiatsis.gov.au/austlang/language/w56"
"W57","East Ngarluma","","East Ngarluma language W57","","","","","https://collection.aiatsis.gov.au/austlang/language/w57"
"W58","Yindjibarndi Padupadu","","Yindjibarndi Padupadu language W58","","","","","https://collection.aiatsis.gov.au/austlang/language/w58"
"W59","Ngarluma Padupadu","","Ngarluma Padupadu language W59","","","","","https://collection.aiatsis.gov.au/austlang/language/w59"
"W6","Bindjareb / Pinjarup","Nyungar, Pindjarup, Nyunga, Binjarub, Bangoula, Banyoula, Banyowla, Bindjarub, Binjarab, Darbalung, Kuriwongi, Kurwongi, Murray tribe, Peejine, Penjarra, Pidjain, Pindjarap, Pinjarra, South West tribe, Woodarngup, Wooralgulla, Yaberoo","Bindjareb / Pinjarup language W6","Bindjareb / Pinjarup people W6","-32.898362129869","115.9165791161","WA","https://collection.aiatsis.gov.au/austlang/language/w6"
"W60","Yinyjiwarnti Kurrama","","Yinyjiwarnti Kurrama language W60","","","","WA","https://collection.aiatsis.gov.au/austlang/language/w60"
"W61","Mijarranypa","","Mijarranypa language W61","","","","WA","https://collection.aiatsis.gov.au/austlang/language/w61"
"W62","Marntartka","","Marntartka language W62","","","","","https://collection.aiatsis.gov.au/austlang/language/w62"
"W63","Ngamangamara","","Ngamangamara language W63","","","","WA","https://collection.aiatsis.gov.au/austlang/language/w63"
"W65","Djiraly","","Djiraly language W65","","","","","https://collection.aiatsis.gov.au/austlang/language/w65"
"W66","Kongal-marawar","","Kongal-marawar language W66","","","","","https://collection.aiatsis.gov.au/austlang/language/w66"
"W67","Kongal-boyal","","Kongal-boyal language W67","","","","","https://collection.aiatsis.gov.au/austlang/language/w67"
"W68","Purnukundi","","Purnukundi language W68","","","","","https://collection.aiatsis.gov.au/austlang/language/w68"
"W69","Marndanjingu","","Marndanjingu language W69","","","","","https://collection.aiatsis.gov.au/austlang/language/w69"
"W7","Wiilman ","Nyungar, Wilmen, Wiilman, Wheelman, Wilmun, Jaburu, Jabururu, Weal, Weel, Weelabandi, Weil, Wi:lman, Will, Williams tribe","Wiilman language W7","Wiilman people W7","-33.14304707052","117.12823183806","WA","https://collection.aiatsis.gov.au/austlang/language/w7"
"W70","Jaurnmalu","Jaunmalu, Ja'unmalu","Jaurnmalu language W70","","","","","https://collection.aiatsis.gov.au/austlang/language/w70"
"W8","Wudjari ","Nyungar, Wutjari, Nyunga  Daran","Wudjari language W8","Wudjari people W8","-33.667079883764","120.59190956003","WA","https://collection.aiatsis.gov.au/austlang/language/w8"
"W9","Wajuk ","Nyungar, Whadjuk, Nyunga, Beelia, Beeloo, Derbal, Ilakuri wongi, Juadjag, Juadjek, Juadjuk, Karakata, Karrakatta, Minal njunga, Minalnjunga, Minnal Yungar, Mooro, Murram, Swan River Tribe, Wadjug, Whajak, Wadjuk, Wadjup, Whajook, Witja:ri, Witjari, Yooadda, Yooard, Yoongar, Yuard, Yuatjek, Yungar, Yungur, Minnal, Minaln junga:, Caractterup tribe","Wajuk language W9","Wajuk people W9","-31.981489428617","116.12390432562","WA","https://collection.aiatsis.gov.au/austlang/language/w9"
"Y1","Kala Lagaw Ya^ ","Kalaw Kawaw Ya/Kalaw Lagaw Ya, West Torres, Kalaw Kawaw Ya, Kala Lagaw Langgus, Yagar Yagar, Mabuiag, Kowrarega, Karualaig, Kala Lagaw Langgus Yagar Yagar, Kala Kawaw Ya, Gumulgal people, Torres Strait Islander language, Torres Strait Islander people, Western Torres Strait Language","Kala Lagaw Ya language Y1","","-10.111847445993","142.1928891886","QLD,TSI","https://collection.aiatsis.gov.au/austlang/language/y1"
"Y10","Wuthathi ","Wuthati, Uradhi, Wotati, Wutati, Wotadi, Wudjadi","Wuthathi language Y10","Wuthathi people Y10","-12.022134656447","143.067117099","QLD","https://collection.aiatsis.gov.au/austlang/language/y10"
"Y100","Koko Kai-kai","Kai kai, Koko gajgaj, Gai gai, Gugu Gai Gai","Koko Kai-kai language Y100","Koko Kai-kai people Y100","-16.247314300433","145.4505725642","QLD","https://collection.aiatsis.gov.au/austlang/language/y100"
"Y101","Uw Oykangand","Uw Oykangand, Oykangand, Koko Wangkara, Kunjen, Kuantari, Kundara, Gundara, Goondarra, Wangara, Wanggara, Kokowanggara, Kokawan gar, Kokatabul, Kokodaue, Koko daua, Oikand","Uw Oykangand language Y101","Oykangand people Y101","-15.599672237506","142.02121861265","QLD","https://collection.aiatsis.gov.au/austlang/language/y101"
"Y102","Tjapatja","Djabadja, Wakaman, Tyapatha, Wagaman, Wakkamon, Warkaman, Warkeeman, Warkeemin, Warkamin, Warkemon, Warkeemon, Wata man, Okenyika","","","","","","https://collection.aiatsis.gov.au/austlang/language/y102"
"Y103","Kuku Kulunggur ","Kuku yalanji, Kokokulunggur, Djankun, Jungkurara, Kokojelandji, Kokowalandja, Muluridji, Wakara, Wulpura, Gulunggor, Gulunggur, Ialung, Ialuniu, Jalung, Jalunju, Koko Kulunggu, Koko yalung, Kulunggur, Ngarlkajee, Yalung, Yalunyu, Gugu Gulunggur","Kuku Kulunggur language Y103","Kuku Kulunggur people Y103","-16.432406351081","145.34370554198","QLD","https://collection.aiatsis.gov.au/austlang/language/y103"
"Y104","Kuku Wakura","Kuku, Wakura, Agwamin, Wakara, Kuku yalanji, Ewamin, Wakamon, Djankun, Jungkurara, Kokojelandji, Kokokulunggur, Kokowalandja, Muluridji, Wulpura, Gugu Wagara, Koko wogura, Kookoowarra, Kuku Wagara, Wakoora, Woggara, Wun yurika, Wagara","Kuku Wakura language Y104","Kuku Wakura people Y104","-16.670068136449","144.21642519173","QLD","https://collection.aiatsis.gov.au/austlang/language/y104"
"Y106","Djabugay / Tjapukai^","Dyaabugay, Dja:bugay, Djabuganjdji, Buluwai, Irukandjai, Dyabugay, Tjapukandji, Tjapukanja, Tjabogaitjandji, Tjabogaijanji, Kokonjunkulu, Kokonyungalo, Koko Tjumbundji, Hileman, Njakali, Nyakali, Tja:pukanja, Tjabogai tjandji, Tjabogai tjanji, Tcabogai tjanji, Toabogai tjani, Dyabugandyi, Tapelcay, Tuffelcey, Koko njunkulu, Koko nyungalo, Barron River dialect, Binggu","Djabugay / Tjapukai language Y106","Djabugay / Tjapukai people Y106","-16.737168486512","145.50845426914","QLD","https://collection.aiatsis.gov.au/austlang/language/y106"
"Y107","Areba ","Rip, Ngarap, Kurtjar, Araba/Areba/Rib, Araba, Kunggara, Rib, A:rap, Ariba, Aripa, Goodarra, Goongarra, Ngariba, Ngarab","Areba language Y107","Areba people Y107","-17.0096271893","142.2228132259","QLD","https://collection.aiatsis.gov.au/austlang/language/y107"
"Y108","Wagaman ","Agwamin, Wakamon, Ewamin, Wakara, Okenyika, Tjapatja, Wakaman, Wakkamon, Warkaman, Warkamin, Warkeeman, Warkeemon, Wataman, Warkeemin, Warkemon, Wata man","Agwamin language Y132","","","","QLD","https://collection.aiatsis.gov.au/austlang/language/y108"
"Y109","Kuku Djangun / Djungan","Kuku, Djangun, Kuku yalanji, Djankun, Jungkurara, Kokojelandji, Kokokulunggur, Kokowalandja, Muluridji, Wakara, Wulpura, Kuku Jangkun, Djunggun, Djagun, Ngaikungu, Dyangun, Chungki, Dyangunbari, Djandnandi, Chunkunburra, Chunkunberry, Changunberries, Shanganburra, Kokotjangun, Kokomutju, Mutju, Ngaikungo, Ngaikungo i","Kuku Djangun / Djungan language Y109","Kuku Djangun / Djungan people Y109","-17.105885018916","144.96879177775","QLD","https://collection.aiatsis.gov.au/austlang/language/y109"
"Y11","Ngur'and ","Nggurand, Tjongkandji, Tjungundji, Tyongandyi, Chongandji, Tjongangi, Joonkoonjee, Joongoonjie, Chunkunji, Chin ganji, Ngur'and, Ngu'rand","","","","","","https://collection.aiatsis.gov.au/austlang/language/y11"
"Y110","Bulway ","Djabuganjdji, Buluwai, Irukandjai, Tjapukai, Buluwandji, Buluwandyi, Bulwandji, Bulwandyi, Buluwan dyi","Bulway language Y110","Bulwanydji people Y110","-17.004461827063","145.56235239478","QLD","https://collection.aiatsis.gov.au/austlang/language/y110"
"Y111","Yirrgay ","Djabuganjdji, Irukandjai, Buluwai, Tjapukai, Chumchum, Dingal, Dungara, Dungarah, Illagona, Irakanji, Irukandji, Tingaree, Tingeree, Umbay, Walpoll, Wongulli, Yerkanji, Yettkie, Yirgay, Yirkandji, Yirkanji, Yirgandji","Yirrgay language Y111","Yirrganydji people Y111","-16.941232272973","145.7334268956","QLD","https://collection.aiatsis.gov.au/austlang/language/y111"
"Y112","Binggu ","Tjapukai, Tjapukandji, Tja:pukanja, Tjabogai tjandji, Tjabogai tjanji, Tcabogai tjanji, Toabogai tjani, Tjabogaijanji, Dyabugandyi, Dyabugay, Tapelcay, Tuffelcey, Koko njunkulu, Koko nyungalo, Koko Tjumbundji, Hileman, Njakali, Nyakali, Barron River dialect","","","","","","https://collection.aiatsis.gov.au/austlang/language/y112"
"Y113","Narkali","Narkalinji, Nakalinji","Narkali language Y113","Narkalinji people Y113","","","","https://collection.aiatsis.gov.au/austlang/language/y113"
"Y114","Gunggay ","Yidiny, Yidinjdji, Gungganyji, Idindji, Kongkandji, Madjandji, Wanjuru, Garlngandji, Goonganjee, Goonganji, Gun Gaja, Jinggu, Koo gun ji, Kooganji, Koongangie, Kungandji, Kunggandji, Kunggandyi, Kungganji, Melroyji, Mook, Yellungie, Yettkie","Gunggay language Y114","Gunggandji / Gungandji people Y114","-16.961763753403","145.91481455754","QLD","https://collection.aiatsis.gov.au/austlang/language/y114"
"Y115","Mbabaram ","Barbaram, Balbarum, Bar Barrum, Barbarem, Barbarum, Booburam, Gugu Mbabaram, Illagona, Kwearriburra, Mogmbabarum, Morruburra, Oombarbarum, Queeariburra, Umbarbaram, Warrialgona, Woombarbarram, Woombarrmbarra, Wumbabaram, Wumbarbaram, Koko Beberam  this is not equivalent of Mbabaram, Bar barum, Boobu ram, Bar-Barrum, Goomboolburra","Mbabaram language Y115","Mbabaram people Y115","-17.264955959177","145.07773954753","QLD","https://collection.aiatsis.gov.au/austlang/language/y115"
"Y116","Djandjandji ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/y116"
"Y117","Yidinj^ ","Yidiny, Yidinjdji, Gungganyji, Idindji, Kongkandji, Madjandji, Wanjuru, Bolambi, Boolboora, Charroogin, Deba, Djumbandji, Eneby, Gerrah, Gijow, Gillah, Guwama:l, Ituntji, Idi, Idin, Idin wudjar, Iding, Idinji, Indindji, Itti, Jidindji, Jumbandjie, Kitba, Maiara, Maimbi, Maimbie, Mulgrave River dialect, Mungera, Myarah, Ohalo, Pegullobura, Warra warra, Warryboora, Woggil, Yellingie, Yetinji, Yettingie, Yiddinji, Yidin, Yidindji, Yidindyi, Yidtinji, Yiti Ntyi, Yukkaburra, Yiti ntyi, Idi:","Yidinj language Y117","Yidindji people Y117","-17.087085354442","145.76560334269","QLD","https://collection.aiatsis.gov.au/austlang/language/y117"
"Y118","Waribarra Mamu ","Dyirbal, Mamu, Wardibara, Dulgabara, Morruburra","Waribarra Mamu language Y118","Waribarra Mamu people Y118","-17.504781108732","145.77177644141","QLD","https://collection.aiatsis.gov.au/austlang/language/y118"
"Y119","Madjay","Yidiny, Madjandji, Madyay, Matjai, Matjandji, Mooka, Wanjuru, Wanyur, Wudjur, Wundjur, Mutyanthi","Madjay language Y119","Madjanydji people Y119","-17.262975994997","145.85699041684","QLD","https://collection.aiatsis.gov.au/austlang/language/y119"
"Y12","Luthigh ","Uradhi, Luthig, Okara, Oharra, Tepithiki, Teyepathiggi, Teppathiggi, Teepani","Luthigh language Y12","Luthigh people Y12","-11.928495760911","142.11650351299","QLD","https://collection.aiatsis.gov.au/austlang/language/y12"
"Y120","Njirma ","Ngirma, Djirubal, Tjirbal, Chirpalji, Dyirbaldyi, Djirbal, Dyirbalngan, Dyirbal, Chirpa, Choolngai","","","","","","https://collection.aiatsis.gov.au/austlang/language/y120"
"Y121","Ngadjon","Cape York Peninsula Languages, Ngadyan etc, Dyirbal, Djirbalngan, Ngatjan, Djiru, Giramay, Gulngai, Jirrbalngan, Keramai, Malanbara, Mamu, Eacham, Eashim, Eaton, Hucheon, Jitjam, Madandji, Majanji, Narcha, Natchin, Nga:tja, Ngachan ji, Ngachanji, Ngadjandji, Ngadjen, Ngadyan, Ngadyandyi, Ngai djandji, Ngaitjandji, Ngatjai, Ngendjen, Russell River dialect, Ngadja, Alt, Ngatjai","Ngadjon language Y121","Ngadjondji people Y121","-17.363776935189","145.70475458443","QLD","https://collection.aiatsis.gov.au/austlang/language/y121"
"Y122","Mamu ","Dulgubarra Mamu, Dyirbal, Djirbalngan, Djiru, Giramay, Gulngai, Jirrbalngan, Keramai, Malanbara, Ngatjan, Dulgabara, Ma:mu, Ngirma, Njirma, Morruburra","Mamu language Y122","Mamu people Y122","-17.639984024027","145.74851848387","QLD","https://collection.aiatsis.gov.au/austlang/language/y122"
"Y123","DYIRBAL / JIRRBAL","Dyirbal, Djirbalngan, Djiru, Giramay, Gulngai, Jirrbalngan, Keramai, Malanbara, Ngatjan, Mamu, Djirubal, Djirbal, Tjirbal, Chirpalji, Dyirbaldyi, Dyirbalngan, Chirpa, Choolngai, Njirma","Dyirbal / Jirrbal language Y123","Dyirbal / Jirrbal people Y123","-17.740226555635","145.66133402195","QLD","https://collection.aiatsis.gov.au/austlang/language/y123"
"Y124","Djiru ","Djirru, Djirbalngan, Giramay, Gulngai, Jirrbalngan, Keramai, Malanbara, Ngatjan, Mamu, Dyiru, Iimba, Djiru:, Djirubagala, Dyirubagala, Gerrah, Gillah","Djiru language Y124","","-17.907223658781","146.05213749999","QLD","https://collection.aiatsis.gov.au/austlang/language/y124"
"Y125","Tagalaka ","Takalak, Thaypan, Tagalag, Dagalang, Da:galag, Targa lag, Tarkalag","Tagalaka language Y125","Tagalaka people Y125","-18.1973276258","142.96122717197","QLD","https://collection.aiatsis.gov.au/austlang/language/y125"
"Y126","Gulngay ","Dyirbal, Djirbalngan, Gulngai/Malanbara, Djiru, Giramay, Gulngai, Jirrbalngan, Keramai, Malanbara, Ngatjan, Mamu, Djulngai, Gulnggai, Gulngui, Gulnguy, Kulngai, Kurlngay, Kurungai, Mallanpara, Tjulngai, Tully blacks","Gulngay language Y126","Malanbarra people Y126","-17.961773039318","145.85253333877","QLD","https://collection.aiatsis.gov.au/austlang/language/y126"
"Y127","Girramay ","Dyirbal, man","Girramay language Y127","Girramay people Y127","-18.110030345362","145.73263290632","QLD","https://collection.aiatsis.gov.au/austlang/language/y127"
"Y128","Gugu Badhun ","Gudjal, Guridjal, Kokopatun, Kutjala, Warungu, Badun, Breaba, Breeaba, Jullanku, Koko Padun, KokoPatun, Koko Badun, Patun, Koko Patun","Gugu Badhun language Y128","Gugu Badhun people Y128","-18.690340786321","145.23298721074","QLD","https://collection.aiatsis.gov.au/austlang/language/y128"
"Y129","Nywaigi ","Nyawaygi, Manbara, Nawagi, Warakamai, Wulgurukaba, Geugagi, Negewi, Newigi, Nyawigi, Njawigi","Nywaigi language Y129","Nywaigi people Y129","-19.147356322328","146.39195338193","QLD","https://collection.aiatsis.gov.au/austlang/language/y129"
"Y13","Unjadi ","Ojnandi, Onyengadi, Unyadi, Oyungo, Oyonggo, Empikeno, Umtadee, Wundjur","Unjadi language Y13","Unjadi people Y13","","","","https://collection.aiatsis.gov.au/austlang/language/y13"
"Y130","Biyay ","Wargamaygan, Bandjin, Warakamai, Bandji, Bandyin, Banjin, Biaigiri, Bijai, Bundjin, Kunyin, Uradig, Bandyi","Biyay language Y130","Biyaygiri people Y130","-18.34798195245","146.169416804","QLD","https://collection.aiatsis.gov.au/austlang/language/y130"
"Y131","Yanga ","Jangaa, Janggal, Janga:, Yangaa, Purkaburra","Yanga language Y131","Yanga people Y131","-19.085820790046","143.46548841761","QLD","https://collection.aiatsis.gov.au/austlang/language/y131"
"Y132","Agwamin ","Wamin, Ewamin, Wakamon, Wakara, Ak Waumin, Wommin, Waumin, Wawmin, Walamin, Wimanja, Egwamin, Gwamin, Walming, Wailoolo","Agwamin language Y132","Agwamin people Y132","-17.675669954614","144.16680574351","QLD","https://collection.aiatsis.gov.au/austlang/language/y132"
"Y132.1","Wamin ","","Wamin language Y132.1","","-18.781422577031","144.1411973235","QLD","https://collection.aiatsis.gov.au/austlang/language/y132.1"
"Y133","Warrungu ","Warungu, Gugu Badhun, Gudjal, Guridjal, Kokopatun, Kutjala, Bara Warrialgona, Kuritjal, Warrialgona","Warrungu language Y133","Warrungu people Y133","-18.034036734305","145.23973205838","QLD","https://collection.aiatsis.gov.au/austlang/language/y133"
"Y134","Warrgamay^ ","Wargamay, Wargamaygan, Bandjin, Warakamai, Bungabara, Herbert River tribe, Ieklbara, Waragamai, Waragumaigan, Waregamai, Warekumay, Warkama, Warkamai, Wargumay, Ikelbara","Warrgamay language Y134","","-18.437508670949","145.79793585959","QLD","https://collection.aiatsis.gov.au/austlang/language/y134"
"Y135","WULGURUKABA","Manbara, Nyawaygi, Korambelbara, Mun ba rah","Wulgurukaba language Y135","Wulgurukaba people Y135","-18.865013986954","146.64339430893","QLD","https://collection.aiatsis.gov.au/austlang/language/y135"
"Y136","Mbarrumbathama","Lamalama, Lama Lama, Lamalamic, Mba Rumbathama, Bakanambia, Wanbara, Lamu Lamu, Jeteneru, Badjam, Baganambia, Been gee warra, Funggufan, Koko Lama Lama, Kookoymma, Kulamak, Rimanggudinhma, Rumbatama, Rumbathama, Mba Rrumbathama","Mbarrumbathama language Y136","Lamalama people Y136","-14.881623859293","143.83428327832","QLD","https://collection.aiatsis.gov.au/austlang/language/y136"
"Y137","Bindaga ","","","","","","QLD","https://collection.aiatsis.gov.au/austlang/language/y137"
"Y138","Ganganda ","Baka, Banjigam, Baranguan, Barungguan, Barunguan, Entiga, Entjinga, Gan ganda, Jindgingga, Jindingga, Jintjingga, Njindingga, Umbindhamu, Umbuigamu, Yintjingga","Ganganda language Y138","Ganganda people Y138","","","","https://collection.aiatsis.gov.au/austlang/language/y138"
"Y139","Gunggarbara ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/y139"
"Y14","Yangathimri","Tjungundji, Tjongkandji, Chinganji, Chongandji, Chunkunji, Djonggandji, Joongoonjie, Joonkoonjee, Ngucrand, Tjongangi, Tyongandyi, Tjunguntji, Chin ganji","Yangathimri language Y14","Tjungundji people Y14","-12.019926113023","141.8711479851","QLD","https://collection.aiatsis.gov.au/austlang/language/y14"
"Y141","Madhirdirl ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/y141"
"Y142","Mbo'aru ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/y142"
"Y144","Ug Windjila","Ugwindjila","","","","","","https://collection.aiatsis.gov.au/austlang/language/y144"
"Y145","Waigur ","Aragu, Agwulgu","","","","","","https://collection.aiatsis.gov.au/austlang/language/y145"
"Y146","Walboram ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/y146"
"Y147","Walmbarddha","Bakanambia, Banambia, Banambila, Buruman, Kokaoalamalma, Kokolamalama, Lamalama, Lamul lamul, Mug Ngambaram, Mukinna, Walmbar, Walmbardha, Walmbaria, Wambara, Wanbara, Yalnga bar","","","","","","https://collection.aiatsis.gov.au/austlang/language/y147"
"Y148","Wulbudjibur ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/y148"
"Y149","Jabunbarra Jirrbal","Jirrbal, Dyabunbarra Dyirrbal","Jabunbarra Jirrbal language Y149","","-17.804286992661","145.83996553893","QLD","https://collection.aiatsis.gov.au/austlang/language/y149"
"Y15","Teppathiggi ","Taepadhighi, Tepiti, Debidi, Debidigh, Tepithiki, Teyepathiggi, Teepani","Teppathiggi language Y15","Teppathiggi people Y15","-12.076686624178","142.07270874374","QLD","https://collection.aiatsis.gov.au/austlang/language/y15"
"Y150","Walmalbarra ","","Walmalbarra language Y150","","-18.058996067778","145.99557921134","QLD","https://collection.aiatsis.gov.au/austlang/language/y150"
"Y151","Jirribarra Mamu","Dyirbal, Mamu, Dyiribara, Djirribarra, Djiribara","Jirribarra Mamu language Y151","","-17.612271165573","146.05144067551","QLD","https://collection.aiatsis.gov.au/austlang/language/y151"
"Y152","Gambilbarra Jirrbal ","Gambilbarra Dyirrbal , Tablelands Jirrbal","Gambilbarra Jirrbal language Y152","","-17.680534902205","145.38980732494","QLD","https://collection.aiatsis.gov.au/austlang/language/y152"
"Y153","Buluguyban ","Bulugujban","Buluguyban language Y153","","-18.708380642601","146.56242311526","QLD","https://collection.aiatsis.gov.au/austlang/language/y153"
"Y154","Mulgu ","","Mulgu language Y154","","-18.734102168312","146.62250127891","QLD","https://collection.aiatsis.gov.au/austlang/language/y154"
"Y155","Coonambella ","","Coonambella language Y155","","-19.265119283437","146.81786611084","QLD","https://collection.aiatsis.gov.au/austlang/language/y155"
"Y156","Marrett River language ","","","","-14.393619792306","144.17419635006","QLD","https://collection.aiatsis.gov.au/austlang/language/y156"
"Y157","Mbarmburmu ","","Marrett River language Y157","","","","","https://collection.aiatsis.gov.au/austlang/language/y157"
"Y158","China Camp ","","","","-16.047492802368","145.29945831264","QLD","https://collection.aiatsis.gov.au/austlang/language/y158"
"Y159","Gugu Dyilin ","Gugu Djilin, Gugu-Buyun, Gugu Dyilin","","","","","","https://collection.aiatsis.gov.au/austlang/language/y159"
"Y16","Ngadhugudi ","Athokurra, Nathokudi, uthukuti, Ngathokadi, Ngathokudi, Uthukuti, Unthkuti","Ngadhugudi language Y16","Ngadhugudi people Y16","-12.07837677618","142.348611954","QLD","https://collection.aiatsis.gov.au/austlang/language/y16"
"Y160","Guluy ","Dyaabugay","Guluy language Y160","","-16.935237198007","145.4465642763","QLD","https://collection.aiatsis.gov.au/austlang/language/y160"
"Y161","Kuku Jakandji ","","Kuku Jakandji language Y161","","-16.649676048725","145.21066410009","QLD","https://collection.aiatsis.gov.au/austlang/language/y161"
"Y162","Nyagali ","Njagali, Dyaabugay, Tjapukai, Tjapukandji, Tja:pukanja, Tjabogai tjandji, Tjabogai tjanji, Tcabogai tjanji, Toabogai tjani, Tjabogaijanji, Dyabugandyi, Dyabugay, Tapelcay, Tuffelcey, Koko njunkulu, Koko nyungalo, Koko Tjumbundji, Hileman, Njakali, Nyakali, Barron River dialect, Binggu","Nyagali language Y162","","-16.548251677503","145.45232337634","QLD","https://collection.aiatsis.gov.au/austlang/language/y162"
"Y163","Kuku Yalaja ","Kuku Yelandji","Kuku Yalaja language Y163","","-16.120929465587","144.54319897348","QLD","https://collection.aiatsis.gov.au/austlang/language/y163"
"Y164","Wulbura ","","","","","","","https://collection.aiatsis.gov.au/austlang/language/y164"
"Y165","Wanyurr","","Wanyurr language Y165","","-17.383230196841","145.94333276786","QLD","https://collection.aiatsis.gov.au/austlang/language/y165"
"Y167","Dhalundhirr ","dhalun dhirr with the sea","","","-15.253827577513","145.28010348882","QLD","https://collection.aiatsis.gov.au/austlang/language/y167"
"Y168","Waguurrga ","Waguurr ga of the outside","","","-15.113273970809","144.92456314953","QLD","https://collection.aiatsis.gov.au/austlang/language/y168"
"Y169","Kuuku I'yu ","Guugu Iyu, Kuuku Iiyu, Kuuku Iyu","Kuuku l'yu language Y169","","-12.188160810057","142.87967121538","QLD","https://collection.aiatsis.gov.au/austlang/language/y169"
"Y17","Itinadyana ","Mpalitjanh, Atjinuri, Adjinadi, Adjinuri, Etanyanu, Imatjana, Indjinadjana, Itinadjana, Itinadyana, Itinadyand, Nedgulada, Ulwadjana, Ulwawadjana, Inadjana, Adyinuri, Idj-Inadjana","Itinadyana language Y17","Itinadyana people Y17","-12.126340021118","142.65390359517","QLD","https://collection.aiatsis.gov.au/austlang/language/y17"
"Y170","Kuuku Yani ","Kuuku yani, Barunguan, Yindyingga, Guugu Yani, Kuuku Yini, Kuuku Yin, Kuuku Yin(i)","Kuuku Yani language Y170","","-13.92162846506","143.43149615227","QLD","https://collection.aiatsis.gov.au/austlang/language/y170"
"Y171","Ogh Igadj ","","Ogh Igadj language Y171","","-16.402550903482","142.15742094916","QLD","https://collection.aiatsis.gov.au/austlang/language/y171"
"Y172","Wik Iyanh ","Kugu/Wik Iyanh, Wik Iiyanh, Wik Iyanja, Wikianji, Wik Iiyanyi, Wik Iiyeny, Wikianyi, Wik Iyena, Wik Iiyenj , Wik Iiyanji , Mungkanhu","Wik Iyanh language Y172","","-14.429895365243","141.93747039673","QLD","https://collection.aiatsis.gov.au/austlang/language/y172"
"Y173","Wik-Keyangan ","Wik Keyenganh, Wik Kayngan","Wik-Keyangan language Y173","Wik-Keyangan people Y173","-14.189513726544","141.90544162365","QLD","https://collection.aiatsis.gov.au/austlang/language/y173"
"Y174","Kugu Mangk ","Kugu/Wik Mangk, Kuku Mangk, Kugu Yianh, Yian, Kuuk Mangka, Yirr Maqa","","","","","QLD","https://collection.aiatsis.gov.au/austlang/language/y174"
"Y175","Kugu Ugbanh ","Kugu/Wik Ugbanh, Kuku Ugbanh","Kugu Ugbanh language Y175","Kugu Ugbanh people Y175","-14.507990345832","141.63466440439","QLD","https://collection.aiatsis.gov.au/austlang/language/y175"
"Y176","Kugu Uwanh ","Kugu/Wik Uwanh, Kuku Uwanh, Gugu Uwanh","Kugu Uwanh language Y176","Kugu Uwanh people Y176","-14.558867180771","141.6512973211","QLD","https://collection.aiatsis.gov.au/austlang/language/y176"
"Y178","Kugu Yi'anh ","Kugu Yianh, Kugu/Wik Yianh","Kugu Yi'anh language Y178","Kugu Yi'anh people Y178","-14.486698904758","141.65491206044","QLD","https://collection.aiatsis.gov.au/austlang/language/y178"
"Y179","Wantjika ","","Wantjika language Y179","","","","QLD","https://collection.aiatsis.gov.au/austlang/language/y179"
"Y18","Ulwawadjana ","Ebawudjena, Atjinuri, Adjinadi, Itinadjana, Itinadyana, Itinadyand, Nedgulada, Imatjana, Ulwadjana","Ulwawadjana language Y18","Ulwawadjana people Y18","","","","https://collection.aiatsis.gov.au/austlang/language/y18"
"Y180","Nhawalgaba ","Gabilgara","Nhawalgaba language Y180","","-19.235267707586","146.78905128909","QLD","https://collection.aiatsis.gov.au/austlang/language/y180"
"Y181","Western Ayapathu ","","Western Ayapathu language Y181","","","","QLD","https://collection.aiatsis.gov.au/austlang/language/y181"
"Y183","Atampaya ","Anggamudi, Ankamuti, Bawtjathi, Lotiga, Nggamadi, Uradhi, Utangikwathiya, Utudhanamu, Atambaya, Atambayag","Atampaya language Y183","","-11.584849294384","142.32873003712","QLD","https://collection.aiatsis.gov.au/austlang/language/y183"
"Y184","Uradhi^ ","Anggamudi, Ankamuti, Atampaya, Bawtjathi, Lotiga, Nggamadi, Utangikwathiya, Utudhanamu","","","-11.890596380931","142.15906978815","QLD","https://collection.aiatsis.gov.au/austlang/language/y184"
"Y185","Awngthim","Mamngayt, Mamngayth, Winduwinda, Mamangathi, Mamangiti, Mamngaid","Awngthim language Y185","","-12.711537418648","141.82128787861","QLD","https://collection.aiatsis.gov.au/austlang/language/y185"
"Y186","Mpakwithi ","","Mpakwithi language Y186","Mpakwithi people Y186","-12.284022164349","141.93317052293","QLD","https://collection.aiatsis.gov.au/austlang/language/y186"
"Y187","Mutyanthi ","Mutjati, Mutyati","Mutyanthi language Y187","","-11.916541529331","142.78673373187","QLD","https://collection.aiatsis.gov.au/austlang/language/y187"
"Y188","Kokiny ","Kokinj","Kokiny language Y188","","-16.475660562145","141.58593652979","QLD","https://collection.aiatsis.gov.au/austlang/language/y188"
